,Yemen,Algeria,Chad,Mali,France,Mauritania,Niger,Egypt,Sudan,Dem. Rep. Congo,Uganda,Ethiopia,Kenya,Burundi,Tanzania,Rwanda,Thailand,Guinea,Madagascar,Djibouti,Somalia,Ghana,Comoros,Central African Rep.,Gambia,Sierra Leone,Lesotho,Liberia,Mozambique,Zambia,Nigeria,South Africa,eSwatini,Zimbabwe,Botswana,Togo,Tunisia,Angola,Cameroon,Eritrea,Morocco,Namibia,Congo,Guinea-Bissau,Iraq,S. Sudan,Papua New Guinea,Senegal,Côte d'Ivoire,Libya,Bahrain,Philippines,Syria,Turkey,Myanmar,Bangladesh,India,China,Pakistan,Afghanistan,Laos,Tajikistan,Lebanon,Uzbekistan,Kyrgyzstan,Solomon Islands,Israel,Iran,Malaysia,Russia,Spain,United Kingdom,Germany,Netherlands,Honduras,Azerbaijan,Armenia,Brazil,Indonesia,Sri Lanka,Mexico,Trinidad and Tobago,Bosnia and Herz.,Serbia,Croatia,Nepal,Colombia,Bhutan,Cambodia,Jordan,Saudi Arabia,Ecuador,Jamaica,Bolivia,Canada,Guatemala,Haiti,United States of America,Guyana,Peru,Argentina,Paraguay,Italy,Venezuela,El Salvador,Panama,Nicaragua,Kuwait,Ukraine,Malta,United Arab Emirates,Moldova,Romania,Qatar,Georgia,Albania,Macedonia,Burkina Faso,Belgium,Sweden,Australia,Benin,Austria,Poland,Dem. Rep. Congo,Dominica,S. Sudan,Myanmar,Russia
2000-03-31,0,97,0,0,0,0,0,0,61,281,69,14,8,58,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,57,0,0,0,0,0,0,103,0,0,0,0,0,0,6,0,10,4,0,0,0,181,0,27,38,0,257,0,0,317,0,0,12,0,0,0,4,2,0,860,0,0,0,0,0,0,0,3,13,144,0,0,0,0,0,12,280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-04-30,0,61,62,0,0,0,0,0,262,248,115,0,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,156,0,9,27,0,247,0,2,205,0,0,11,0,0,0,0,3,0,140,0,0,0,0,0,0,0,3,13,334,0,0,0,0,0,42,367,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-05-31,0,102,0,0,0,0,0,0,247,100,51,108,7,92,0,0,0,0,0,0,9,0,0,0,0,122,0,42,0,0,146,0,0,0,0,0,0,9,0,1081,0,0,0,0,53,0,0,3,0,0,0,242,0,13,133,0,290,0,19,82,0,0,18,0,0,0,3,1,0,291,0,0,0,0,0,0,0,6,107,163,0,0,0,0,0,19,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-06-30,0,94,0,0,0,0,0,0,1037,42,125,0,6,143,0,0,0,0,0,0,29,0,0,0,0,88,0,0,0,0,1,0,0,0,0,0,0,14,0,712,0,0,0,0,0,0,0,0,0,0,0,98,0,18,22,0,309,0,0,70,0,0,0,0,0,0,0,3,0,323,1,0,0,0,0,0,0,8,157,148,0,0,0,0,0,29,289,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-07-31,0,162,240,0,0,0,0,0,463,95,466,40,17,110,0,0,0,0,0,0,4,0,0,0,0,35,0,0,0,0,31,0,0,0,0,0,0,14,0,0,0,0,0,0,42,0,0,4,1,0,0,116,0,2,68,16,281,0,0,1123,5,0,2,0,0,0,0,7,0,315,2,0,0,0,6,0,0,1,68,260,0,0,0,0,0,11,404,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-08-31,0,59,5,0,0,0,0,0,12,80,22,0,1,210,0,0,0,0,0,0,39,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,63,0,20,40,54,439,0,1,864,0,0,0,289,130,0,3,4,0,126,4,0,0,0,0,4,0,3,24,44,0,0,0,0,0,26,393,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-09-30,0,46,4,0,0,0,0,0,482,228,54,119,0,243,0,0,0,40,0,0,25,0,0,0,0,102,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,0,0,70,0,0,2,0,0,0,170,0,8,19,24,416,0,11,1523,0,0,0,8,25,0,5,0,0,37,1,0,0,0,0,0,0,2,78,586,0,0,0,0,0,34,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-10-31,19,72,0,0,0,0,0,2,4,163,16,0,0,384,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,13,0,0,0,108,0,0,100,0,29,21,0,362,0,9,224,0,0,0,0,0,0,17,2,0,26,7,1,0,0,0,0,0,1,40,204,0,0,0,0,0,16,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-11-30,0,52,72,0,0,0,0,0,578,193,20,100,20,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,0,0,0,4,0,0,0,0,0,0,0,0,0,86,0,11,113,11,359,0,3,78,0,0,0,0,0,0,49,2,0,9,0,0,0,0,0,0,0,2,148,104,0,0,0,0,0,28,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-12-31,0,123,217,0,0,0,0,0,30,262,47,0,0,121,0,0,0,165,0,0,0,30,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,9,0,0,8,23,0,0,36,0,4,7,0,241,0,0,42,0,0,0,0,0,0,28,0,0,54,2,0,0,0,0,1,0,1,33,249,0,0,0,0,0,7,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-31,0,75,0,0,0,0,0,0,783,381,6,0,14,77,37,0,3,85,0,0,13,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,87,0,0,0,0,0,0,13,0,0,0,0,0,0,82,0,8,11,0,229,0,0,384,0,0,2,0,0,0,6,6,0,41,1,0,0,0,0,0,0,2,35,159,0,0,0,0,0,17,345,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-28,0,121,0,0,0,0,0,0,37,108,0,0,43,77,0,0,2,345,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,18,0,0,0,44,0,5,82,4,139,0,0,1,0,0,1,0,0,0,9,3,0,55,0,0,0,0,0,2,0,0,455,12,0,0,0,0,0,26,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2001-03-31,0,161,224,0,0,0,0,0,0,8,59,4,48,84,0,0,0,0,0,0,33,0,0,0,0,32,0,14,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,19,32,0,106,0,0,11,0,0,0,0,0,0,11,4,0,20,3,0,0,0,0,2,0,6,70,65,0,0,0,0,0,10,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2001-04-30,0,88,0,0,0,0,0,0,275,27,12,0,0,141,0,0,0,0,0,0,6,0,0,0,0,5,0,28,0,0,51,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,56,0,22,58,12,132,0,0,114,0,0,1,0,0,0,12,93,0,25,0,1,0,0,0,1,0,1,25,296,0,0,0,0,0,92,458,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2001-05-31,0,80,0,0,0,0,0,0,821,17,33,0,4,88,0,70,0,0,0,0,78,0,0,28,0,3,0,32,0,0,36,0,0,0,0,0,0,375,0,0,0,0,3,0,0,0,25,13,2,0,0,26,0,28,126,0,72,0,0,107,0,0,0,0,0,0,39,3,0,69,1,0,0,0,0,0,0,0,17,65,0,0,0,0,0,17,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2001-06-30,0,53,0,0,0,0,0,0,463,101,0,55,0,71,0,274,0,0,0,0,5,0,0,20,0,4,0,12,0,0,200,0,0,0,0,0,0,88,0,0,0,0,0,0,10,0,4,6,0,0,0,53,0,12,2,0,96,0,0,422,0,0,0,0,0,0,31,2,0,117,1,0,0,0,0,1,0,6,116,98,0,0,0,0,0,18,226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2001-07-31,0,0,2,0,0,0,0,0,62,14,7,0,0,96,0,16,20,0,0,0,87,0,0,4,0,22,0,15,0,0,25,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,6,80,0,0,132,0,0,0,0,0,0,34,1,0,54,4,0,0,0,0,0,0,20,13,55,0,0,0,0,0,91,316,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-31,0,8,0,0,0,0,0,0,114,3,4,0,0,68,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,7,0,0,0,0,0,0,44,0,3,7,6,146,0,0,27,0,0,0,0,0,0,24,0,0,236,0,0,0,0,0,0,0,17,14,123,0,0,0,0,0,1,438,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2001-09-30,0,7,0,0,0,0,0,0,206,466,32,0,0,154,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,1000,0,0,0,0,0,0,234,0,0,0,0,0,0,20,0,0,2,0,0,0,82,0,11,15,21,84,0,0,299,0,0,0,0,0,0,25,0,0,127,0,0,0,0,0,0,0,0,5,73,0,0,0,0,0,1,414,0,0,0,0,0,7,0,0,0,0,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-10-31,0,54,0,0,0,0,0,0,466,7,12,42,0,131,0,0,0,0,0,0,32,0,0,0,0,0,0,20,0,0,1003,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,6,0,0,0,136,0,7,8,3,136,0,9,1216,0,0,0,0,0,0,76,0,0,50,0,0,0,0,0,0,0,7,21,97,0,0,0,0,0,4,430,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-11-30,0,11,0,0,0,0,0,0,112,12,10,71,14,182,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,1,7,0,68,0,7,1305,0,0,0,0,0,0,23,0,0,67,3,0,0,0,0,0,0,0,12,77,0,0,0,0,0,143,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-12-31,0,16,4,0,0,0,0,0,254,141,0,47,53,69,0,0,0,0,0,0,59,50,0,1,0,5,0,94,0,0,69,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,36,2,0,0,0,35,0,0,15,0,136,0,26,794,0,0,0,0,0,0,66,0,0,131,0,0,0,0,0,0,0,0,22,42,0,0,0,0,0,149,410,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-01-31,0,60,0,0,0,0,0,0,383,446,0,0,0,87,0,0,0,0,0,0,73,0,0,3,0,0,0,6,0,0,73,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,7,2,0,0,0,39,0,2,9,1,241,0,8,150,0,0,0,0,0,0,35,0,0,153,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,197,465,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-02-28,0,60,0,0,0,0,0,0,26,837,50,7,0,86,0,0,0,0,2,0,60,0,0,0,0,0,0,16,0,0,115,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,31,0,462,0,18,19,0,0,0,0,0,0,69,0,0,33,0,0,0,0,0,0,0,3,44,3,0,0,0,0,0,452,472,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-31,0,63,0,0,0,0,0,0,475,315,15,145,0,252,0,0,0,0,12,0,1,36,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25,0,0,14,0,0,0,44,0,3,46,0,302,0,0,562,0,0,0,0,0,0,265,0,0,66,1,0,0,0,0,0,0,4,90,0,0,0,0,0,0,424,671,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-04-30,0,75,0,0,0,0,0,0,379,690,4,267,0,196,0,0,0,0,20,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,14,0,0,0,0,57,0,7,0,0,6,0,0,0,115,0,1,34,1,209,0,10,35,0,0,0,0,0,0,117,0,0,60,0,0,0,0,0,0,0,10,47,0,0,0,0,0,0,641,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-31,0,122,5,0,0,0,0,0,101,389,3,105,0,74,0,0,23,0,8,0,79,0,0,0,0,0,0,193,0,0,82,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,18,0,0,0,4,0,5,100,0,271,0,42,30,0,0,0,0,0,0,50,0,0,115,0,0,0,0,0,0,0,14,57,2,26,0,0,0,0,796,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-30,0,98,0,0,0,0,0,0,372,577,39,5,0,62,0,0,0,0,35,0,84,0,0,0,0,0,0,130,0,0,12,0,0,0,0,0,0,3,0,0,0,0,79,0,0,0,0,2,2,0,0,68,0,1,182,0,156,0,46,6,0,0,0,0,0,0,63,0,0,70,0,0,0,0,0,0,0,4,58,9,0,0,0,0,0,341,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-31,0,137,0,0,0,0,0,0,9,58,352,63,10,450,0,0,0,0,2,0,102,0,0,0,0,0,0,202,0,0,71,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,1,0,0,40,0,9,16,0,227,0,12,70,2,0,0,0,0,0,60,0,0,108,0,1,0,0,0,0,0,8,68,3,0,0,0,0,0,151,477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-31,0,117,0,0,0,0,0,0,0,1032,196,1,0,183,0,0,0,0,0,0,87,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,39,0,4,11,0,293,0,18,33,0,0,0,0,0,0,42,0,0,285,2,0,0,0,0,0,0,0,43,0,1,0,0,0,0,199,565,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-09-30,0,88,0,0,0,0,0,0,1081,1543,169,0,22,276,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,398,0,0,63,0,0,25,5,237,0,1,61,0,0,0,0,0,0,28,0,0,105,1,0,0,0,1,0,0,8,36,0,0,0,0,0,0,363,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-31,2,94,292,0,0,0,0,0,55,886,251,3,0,40,0,0,0,0,0,0,60,0,0,120,0,0,0,0,0,0,26,2,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,232,0,0,102,0,7,72,0,255,0,8,35,0,0,0,0,0,0,56,0,0,248,0,1,0,0,0,0,0,0,227,0,0,0,0,0,0,346,384,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-30,0,45,0,0,0,0,0,0,68,317,149,35,13,196,0,0,0,0,0,0,14,0,0,24,0,0,0,1,0,0,221,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,0,280,0,0,39,0,0,0,0,195,0,3,10,2,0,0,0,0,0,66,0,0,34,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,401,326,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-31,0,62,0,0,0,0,0,0,1,115,69,25,0,48,0,0,0,0,0,0,34,0,0,5,0,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,10,0,57,0,0,0,120,0,0,106,0,2,17,0,161,0,3,2,0,0,0,0,0,0,41,0,0,108,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,121,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-31,0,157,0,0,0,0,0,0,77,54,249,48,0,143,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,0,0,65,0,17,41,1,174,0,13,29,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,129,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-28,0,21,0,0,0,0,0,0,5,409,53,0,0,82,0,0,2,0,0,0,14,0,0,4,0,0,0,36,0,0,9,0,0,0,0,0,0,0,0,5,0,0,14,0,6,0,0,0,7,0,0,296,0,0,10,1,122,0,14,32,2,0,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-03-31,0,41,2,0,0,0,0,0,0,318,49,1,0,108,0,0,0,0,0,0,26,0,0,13,0,0,0,416,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,572,0,0,0,121,0,0,230,0,0,19,0,201,0,22,49,0,0,0,0,0,0,69,0,0,12,0,0,0,0,2,0,0,0,4,11,0,0,0,0,0,4,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-04-30,0,46,0,0,0,0,0,0,438,163,100,0,3,130,0,0,5,0,0,0,16,0,0,0,0,0,0,8,0,0,96,0,0,0,0,0,0,6,0,0,0,0,0,0,580,0,0,0,89,0,0,95,0,0,39,3,211,0,13,97,0,0,0,0,0,0,32,0,0,10,0,0,0,0,12,0,0,5,46,3,0,0,0,0,0,6,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-05-31,0,80,0,0,0,0,0,0,22,1237,124,0,0,84,0,0,3,0,0,0,52,0,0,0,0,0,0,96,0,0,22,0,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0,1,148,0,0,168,0,7,79,1,276,0,10,25,0,0,0,0,0,0,29,0,0,55,2,0,0,0,0,0,0,3,219,1,0,0,0,0,0,6,504,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-06-30,0,99,0,0,0,0,0,0,467,606,117,1,0,44,0,0,0,0,0,0,21,0,0,0,0,0,0,617,0,0,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,5,17,0,208,0,11,82,0,0,0,0,0,0,80,0,0,32,0,0,0,0,0,0,0,0,130,15,0,0,0,0,0,25,472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-07-31,0,24,0,0,0,0,0,0,509,858,95,4,0,256,0,0,7,0,0,0,67,0,0,0,0,0,0,1084,0,0,48,0,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,66,0,7,8,2,182,0,60,75,2,0,0,0,0,0,3,0,0,53,0,0,0,0,1,0,0,12,18,0,0,0,0,0,0,14,271,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-08-31,0,17,0,0,0,0,0,0,862,53,272,0,0,40,0,0,5,0,0,0,12,0,0,1,0,0,0,29,0,0,52,0,0,0,0,0,0,19,0,8,0,0,0,0,28,0,0,0,1,0,0,61,0,10,10,0,266,0,26,185,0,0,0,0,0,0,43,0,0,85,0,0,0,0,23,0,0,0,46,2,0,0,0,0,0,186,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-30,0,63,35,0,0,0,0,0,0,1,100,10,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,4,11,0,304,0,14,61,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,392,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-31,0,58,0,0,0,0,0,0,187,110,182,8,0,60,0,0,4,0,0,0,77,0,0,1,0,0,0,39,0,0,14,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,1,1,0,0,33,0,7,21,0,179,0,55,117,0,0,1,0,0,0,61,0,0,93,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,486,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-30,0,55,0,0,0,0,0,0,479,6,199,20,0,117,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,11,0,83,1,0,197,0,4,34,1,0,0,0,0,0,12,0,0,56,0,1,0,0,2,0,0,8,53,0,0,0,0,0,0,272,225,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-31,0,20,0,0,0,0,0,0,1741,0,36,538,0,110,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,6,0,2,0,0,0,0,0,0,30,0,10,1,0,108,0,0,48,0,0,0,0,0,0,24,0,0,118,0,0,0,0,0,0,0,9,73,0,0,0,0,0,0,204,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-31,0,24,5,0,0,0,0,0,1807,307,201,61,0,115,0,0,12,0,0,0,20,0,0,2,0,0,0,0,0,0,51,0,0,0,0,0,0,11,0,0,0,0,0,0,40,0,0,0,41,0,0,17,0,1,21,3,195,0,0,51,0,0,0,0,0,0,32,0,0,35,0,0,0,0,1,0,0,0,137,0,60,0,0,0,0,172,323,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-29,0,54,10,0,0,0,0,0,3278,30,629,118,0,40,0,0,13,0,0,0,35,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,1,0,0,0,0,0,0,274,0,0,0,4,0,0,173,0,3,27,1,154,0,0,17,0,0,0,0,0,0,33,0,0,82,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,228,226,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-31,0,69,51,0,0,0,0,0,1254,12,209,39,0,41,0,0,10,0,0,0,151,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,63,0,0,44,7,5,13,2,187,0,178,34,0,0,0,35,0,0,45,0,0,57,191,0,0,0,0,0,0,0,59,4,0,0,0,0,0,457,371,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
