,Yemen,Algeria,Chad,Mali,France,Mauritania,Niger,Egypt,Sudan,Dem. Rep. Congo,Uganda,Ethiopia,Kenya,Burundi,Tanzania,Rwanda,Thailand,Guinea,Madagascar,Djibouti,Somalia,Ghana,Comoros,Central African Rep.,Gambia,Sierra Leone,Lesotho,Liberia,Mozambique,Zambia,Nigeria,South Africa,eSwatini,Zimbabwe,Botswana,Togo,Tunisia,Angola,Cameroon,Eritrea,Morocco,Namibia,Congo,Guinea-Bissau,Iraq,S. Sudan,Papua New Guinea,Senegal,Côte d'Ivoire,Libya,Bahrain,Philippines,Syria,Turkey,Myanmar,Bangladesh,India,China,Pakistan,Afghanistan,Laos,Tajikistan,Lebanon,Uzbekistan,Kyrgyzstan,Solomon Islands,Israel,Iran,Malaysia,Russia,Spain,United Kingdom,Germany,Netherlands,Honduras,Azerbaijan,Armenia,Brazil,Indonesia,Sri Lanka,Mexico,Trinidad and Tobago,Bosnia and Herz.,Serbia,Croatia,Nepal,Colombia,Bhutan,Cambodia,Jordan,Saudi Arabia,Ecuador,Jamaica,Bolivia,Canada,Guatemala,Haiti,United States of America,Guyana,Peru,Argentina,Paraguay,Italy,Venezuela,El Salvador,Panama,Nicaragua,Kuwait,Ukraine,Malta,United Arab Emirates,Moldova,Romania,Qatar,Georgia,Albania,Macedonia,Burkina Faso,Belgium,Sweden,Australia,Benin,Austria,Poland,Dem. Rep. Congo,Dominica,S. Sudan,Myanmar,Russia
2008-06-30,0,29,2,20,0,0,10,0,42,21,13,5,2,0,0,0,47,0,0,35,86,33,0,2,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,48,0,19,2,6,185,0,137,754,0,0,0,0,0,0,19,2,0,37,0,0,0,0,0,1,0,3,0,603,29,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-31,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,0,0,0,167,0,0,1,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,89,0,0,1,0,0,0,15,0,84,14,2,192,0,295,652,0,0,0,0,0,0,10,4,0,26,0,0,0,0,0,0,0,0,0,836,57,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-31,0,125,9,0,0,0,0,0,128,0,0,2,5,3,0,0,21,0,0,0,225,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,167,0,66,3,0,130,36,1107,992,0,0,0,0,0,0,11,8,0,29,0,0,0,0,0,0,0,10,0,923,50,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-30,19,17,0,0,0,12,12,0,111,398,7,0,37,4,0,0,39,0,0,0,135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,0,0,0,0,0,84,0,38,6,0,122,0,833,412,0,0,0,0,0,0,1,6,0,77,1,0,0,0,0,0,0,0,0,1033,47,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-31,0,2,0,0,0,0,3,1,86,218,4,0,12,0,0,0,20,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,93,0,110,5,0,202,0,720,544,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,592,80,0,0,0,0,0,63,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-30,0,1,0,1,0,0,4,0,20,96,0,1,7,2,0,0,24,0,0,0,96,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6,0,30,0,12,4,4,266,0,414,544,0,0,0,0,0,0,16,0,0,39,0,0,0,0,0,3,0,6,0,289,113,0,0,0,0,0,31,0,0,0,0,0,0,0,0,21,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-31,0,19,2,14,0,0,0,0,212,460,0,4,11,0,0,0,38,0,0,0,176,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,33,0,5,5,0,103,0,238,292,0,0,0,0,0,0,392,47,0,34,0,0,0,0,0,0,0,0,0,439,79,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-31,0,29,0,39,0,0,0,0,189,576,0,14,14,0,0,0,14,0,78,0,244,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,1,0,0,75,0,0,2,5,127,0,279,297,0,0,0,0,0,0,661,12,0,29,0,0,0,0,0,3,0,0,0,1379,406,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-28,0,62,0,0,0,0,0,0,48,377,0,70,2,0,0,0,23,0,31,0,100,0,0,24,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,42,0,0,13,2,77,0,204,326,0,0,0,0,0,0,7,5,0,41,0,0,0,0,0,3,0,0,0,2484,216,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-31,0,53,0,0,0,0,0,1,821,189,0,30,11,0,0,0,19,0,4,0,95,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,97,0,2,0,1,113,0,143,452,0,0,0,0,0,0,11,0,0,54,0,2,0,0,0,0,0,0,0,2367,201,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-30,0,34,1,0,0,0,0,0,269,448,8,0,31,0,0,0,16,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,1,0,0,0,32,0,21,12,0,214,0,350,439,0,0,0,0,0,0,13,29,0,13,0,0,0,0,0,0,0,0,0,2140,114,0,0,0,0,0,59,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-31,0,58,134,1,0,0,0,0,394,336,7,7,0,0,0,2,3,0,0,0,332,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,117,0,33,19,0,131,0,1191,792,0,1,0,16,0,0,8,33,0,52,0,0,0,0,0,0,0,4,0,1985,140,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-30,0,56,0,31,0,1,0,0,6,201,0,20,5,0,0,0,48,0,0,0,274,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,3,0,0,0,162,0,7,31,0,192,2,720,589,0,0,0,0,0,0,1,51,0,50,1,0,0,0,0,0,0,0,0,6,172,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-31,0,73,0,56,0,0,0,0,35,258,0,25,1,0,0,0,23,0,0,0,236,0,0,42,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,62,0,9,14,0,126,185,548,786,0,11,0,0,0,0,0,7,0,128,2,0,0,0,0,0,0,0,0,1,130,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-31,0,37,0,0,0,0,0,0,265,257,0,5,36,0,0,0,32,0,0,0,202,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211,0,0,2,0,0,0,67,0,9,54,0,128,2,392,628,0,1,0,0,0,0,32,26,0,96,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-30,0,8,0,0,0,0,0,0,248,118,13,3,32,0,0,0,21,160,0,0,141,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,1,0,0,0,59,0,22,6,0,127,0,384,705,0,0,0,0,0,0,9,0,0,47,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-31,0,50,0,0,0,0,0,0,65,309,8,0,0,0,0,0,18,0,0,0,145,0,0,40,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,8,0,0,0,11,0,10,0,1,154,0,804,566,0,4,0,0,0,0,5,44,0,69,0,0,0,0,0,1,0,36,0,0,111,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-30,5,16,0,0,0,0,0,0,87,24,22,415,0,0,0,0,15,0,0,0,100,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,96,0,0,0,1,118,0,595,527,0,0,0,0,0,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-31,89,17,0,0,0,0,0,0,6,370,0,0,1,0,0,0,26,0,0,0,212,0,0,7,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,4,0,0,0,18,0,24,9,0,99,0,474,365,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-31,10,25,0,0,0,0,0,1,190,107,0,0,6,0,0,0,13,0,0,0,227,0,0,10,0,0,0,0,0,0,551,0,0,0,0,0,0,2,0,0,0,0,0,0,79,0,0,1,0,0,0,22,0,2,4,0,106,0,603,344,0,0,0,0,0,0,9,16,0,34,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-28,1,23,0,0,0,0,0,0,151,144,0,0,9,0,0,0,16,0,0,0,136,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,2,3,0,0,44,0,0,3,3,158,0,466,486,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,3,0,0,0,0,263,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-31,5,15,0,0,0,0,0,0,188,128,0,0,10,0,0,0,11,0,0,0,222,0,0,26,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,5,0,0,0,34,0,13,31,0,110,0,679,407,0,0,0,0,0,0,6,0,0,67,0,0,0,0,0,2,0,0,0,0,397,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-30,1,17,4,0,0,0,0,0,107,104,0,3,4,0,0,0,14,0,0,0,330,1,0,33,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,45,0,12,0,0,173,0,749,500,0,0,0,0,0,0,6,3,0,14,0,0,0,0,18,0,0,0,0,0,447,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-31,5,16,0,0,0,0,0,0,471,17,0,0,0,0,0,0,18,0,0,0,95,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,327,0,0,0,0,0,0,29,0,36,14,1,295,0,990,500,0,0,0,0,0,0,5,5,0,20,0,0,0,0,8,0,0,0,0,0,479,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-30,17,46,0,0,0,0,0,0,191,61,0,3,5,0,0,0,7,0,0,0,142,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,34,0,59,1,0,140,0,568,1001,0,3,0,0,44,0,12,0,0,34,0,0,0,0,0,7,0,4,0,0,553,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-31,22,16,0,6,0,0,0,0,82,53,74,0,7,0,0,0,22,0,0,0,317,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,16,0,38,2,0,110,0,732,695,0,0,0,0,0,0,3,28,0,17,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-31,35,27,0,0,0,1,0,0,25,15,0,0,18,0,0,0,21,0,0,0,318,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,22,0,28,16,0,107,0,218,882,0,5,0,0,0,0,5,4,0,71,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-30,23,9,0,22,0,0,0,0,58,6,0,121,12,0,0,0,26,0,0,0,128,0,0,16,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,16,0,11,7,0,101,0,543,520,0,58,0,0,0,0,9,4,0,76,0,0,0,0,18,4,0,0,0,0,378,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-31,21,15,0,0,0,0,0,0,2,0,0,0,2,0,0,0,27,0,0,0,251,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,3,0,0,0,9,0,7,11,1,105,0,283,766,0,29,0,0,0,0,5,0,0,49,0,0,0,0,0,2,0,0,0,0,551,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-30,31,21,0,0,0,0,0,0,99,98,0,0,13,0,0,0,22,1,0,0,188,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,119,0,0,1,25,0,0,12,0,0,77,0,150,0,312,518,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,319,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-31,4,17,0,0,0,0,0,0,120,0,0,0,1,0,0,0,17,0,0,0,201,0,0,4,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,7,52,0,0,20,0,4,19,0,69,0,314,421,0,0,0,0,0,0,12,41,0,31,0,0,0,0,0,1,0,0,0,0,339,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-31,17,6,0,0,0,0,0,0,104,38,0,0,6,0,0,0,31,0,0,0,84,0,0,0,0,0,0,0,0,0,143,0,0,1,0,0,0,0,0,0,0,0,0,0,197,0,0,5,40,0,0,36,0,0,2,0,65,0,305,512,0,9,0,0,0,0,3,0,0,56,0,0,0,0,0,3,0,0,0,2,197,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-28,20,16,0,0,0,5,0,0,396,37,0,0,0,0,0,0,28,0,0,0,283,0,0,10,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,4,65,99,7,20,0,0,6,0,75,0,237,450,0,0,0,0,0,0,3,0,0,46,0,0,0,0,0,1,0,0,0,0,197,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-31,108,23,0,0,0,0,0,15,225,30,0,0,0,0,0,0,30,0,0,0,258,0,0,18,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,1,0,99,0,0,2,678,529,8,29,92,7,47,0,64,0,213,446,0,0,0,0,0,0,14,0,0,40,0,0,0,0,0,4,0,0,0,0,246,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,37,53,0,0,0,0,0,0,274,17,0,0,0,0,0,0,28,0,0,0,154,0,0,27,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,17,0,0,0,45,0,0,2,214,415,0,25,479,21,99,0,62,0,361,553,0,17,0,0,0,0,26,0,0,46,0,1,0,0,0,0,0,0,0,0,127,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,96,34,0,0,0,1,0,15,300,52,0,0,57,1,0,0,30,25,0,0,165,0,0,1,0,0,0,0,0,0,112,0,0,0,0,0,7,0,0,0,0,0,0,0,97,0,0,1,202,96,0,15,328,19,52,0,87,0,369,731,0,0,0,0,0,0,3,1,0,36,0,0,0,0,0,3,0,0,0,0,121,0,0,0,0,0,21,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-30,221,16,0,20,0,0,0,0,893,41,0,0,22,0,0,0,19,0,0,0,129,0,0,4,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,1,0,299,2,25,307,11,136,0,93,0,300,711,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,1,0,0,168,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-31,254,29,0,0,0,6,0,0,5,7,0,0,0,0,0,0,10,0,0,0,64,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,8,252,2,52,344,38,131,0,107,0,326,884,0,2,0,0,0,0,0,72,0,29,0,0,0,0,0,1,0,0,0,0,220,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-31,195,41,0,0,0,0,0,1,8,62,0,2,15,1,0,0,24,0,0,0,56,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,256,700,0,0,0,831,1,48,426,56,83,0,79,0,333,659,0,0,0,0,0,0,31,8,0,34,0,0,0,0,0,0,0,4,0,0,114,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30,136,18,0,0,0,1,0,0,84,12,0,0,0,2,0,0,21,0,0,0,105,0,0,56,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,77,52,0,1,19,122,2,32,293,51,29,0,32,0,272,801,0,0,0,0,0,0,2,44,0,32,0,0,0,0,0,0,0,0,7,0,49,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-31,112,22,0,2,0,0,0,0,26,34,0,2,20,0,0,0,27,0,0,0,264,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,73,90,0,0,0,245,0,103,485,113,18,0,51,0,127,672,0,0,1,0,0,0,10,0,0,8,0,0,0,0,0,4,0,3,2,0,94,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-30,101,14,0,1,0,0,0,0,8,78,0,0,7,0,0,0,12,0,0,0,208,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,0,10,0,7,1,15,600,9,40,0,23,0,335,551,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,4,0,0,0,0,73,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-31,122,4,0,0,0,0,0,0,61,37,0,5,11,0,0,0,17,0,0,0,267,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,149,302,0,11,0,0,3,14,993,83,41,0,55,0,286,515,0,0,3,0,0,0,6,5,0,10,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-31,98,12,0,144,0,0,0,0,82,121,0,0,39,1,0,0,34,1,0,0,498,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,219,346,0,7,3,0,0,13,925,0,18,0,59,0,441,343,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-29,137,33,0,32,0,0,0,74,186,32,0,57,4,0,0,0,15,0,0,0,317,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,2,0,0,0,0,0,0,0,100,29,0,9,0,136,0,24,1734,38,9,0,49,0,420,219,0,0,3,0,0,0,0,5,0,36,0,0,0,0,0,1,1,1,0,0,103,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-31,426,22,0,38,4,0,0,0,161,97,0,233,11,0,0,0,57,0,0,0,307,0,0,12,0,0,0,0,2,0,151,0,0,1,0,0,0,0,0,0,0,0,2,0,103,177,0,4,1,163,0,28,1575,30,4,0,54,0,712,392,0,0,0,0,0,0,24,0,0,40,0,0,0,0,11,2,2,5,0,0,115,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-30,564,39,0,13,0,0,0,0,336,47,0,4,0,0,0,0,12,0,0,0,192,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,60,41,0,0,0,0,0,59,1799,18,68,0,68,0,132,639,0,0,1,0,0,0,0,4,0,52,0,0,0,0,0,1,3,0,0,0,79,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-31,593,29,0,30,0,0,0,0,17,349,0,0,3,0,0,0,7,0,0,0,160,0,0,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,0,0,0,0,0,11,1515,30,44,0,51,0,250,775,0,0,9,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-30,317,28,0,26,0,0,1,0,54,94,0,3,1,0,0,0,10,0,0,0,165,0,0,4,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,2,0,0,78,0,23,3085,53,143,0,69,0,338,897,0,0,14,0,0,0,13,4,0,23,0,0,0,0,0,7,3,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
